,Speed (mm/s),Pressure (psi),Material,Thivex,Time Period,Batches,Radius,Line Shape,Needle Size,Needle dia (um),AreaA1 (mm2),FlowQ1 (mm3/s),ShearS1 (1/s),ViscosN1 (PaS),Width (um)
3590,50,65,DS30,2%,Phase3: After 60 mins,Batch 3,2,Straight,21,514,0.20739386,10.369693,778.2101167,0.093598647,
3596,20,75,DS30,2%,Phase3: After 60 mins,Batch 3,2,Straight,21,514,0.20739386,4.1478772,311.2840467,0.127811278,614.3989637
3602,30,75,DS30,2%,Phase3: After 60 mins,Batch 3,2,Straight,21,514,0.20739386,6.2218158,466.92607,0.111352032,
3608,40,75,DS30,2%,Phase3: After 60 mins,Batch 3,2,Straight,21,514,0.20739386,8.2957544,622.5680934,0.100976189,
3614,50,75,DS30,2%,Phase3: After 60 mins,Batch 3,2,Straight,21,514,0.20739386,10.369693,778.2101167,0.093598647,
3620,20,85,DS30,2%,Phase3: After 60 mins,Batch 3,2,Straight,21,514,0.20739386,4.1478772,311.2840467,0.127811278,659.1605931
3626,30,85,DS30,2%,Phase3: After 60 mins,Batch 3,2,Straight,21,514,0.20739386,6.2218158,466.92607,0.111352032,
3632,40,85,DS30,2%,Phase3: After 60 mins,Batch 3,2,Straight,21,514,0.20739386,8.2957544,622.5680934,0.100976189,
3638,50,85,DS30,2%,Phase3: After 60 mins,Batch 3,2,Straight,21,514,0.20739386,10.369693,778.2101167,0.093598647,
3644,20,95,DS30,2%,Phase3: After 60 mins,Batch 3,2,Straight,21,514,0.20739386,4.1478772,311.2840467,0.127811278,613.1135037
3650,30,95,DS30,2%,Phase3: After 60 mins,Batch 3,2,Straight,21,514,0.20739386,6.2218158,466.92607,0.111352032,
3656,40,95,DS30,2%,Phase3: After 60 mins,Batch 3,2,Straight,21,514,0.20739386,8.2957544,622.5680934,0.100976189,
3662,50,95,DS30,2%,Phase3: After 60 mins,Batch 3,2,Straight,21,514,0.20739386,10.369693,778.2101167,0.093598647,
3,30,65,DS10,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
9,40,65,DS10,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
15,50,65,DS10,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
21,20,75,DS10,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
27,30,75,DS10,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
33,40,75,DS10,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
39,50,75,DS10,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
45,20,85,DS10,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
51,30,85,DS10,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
57,40,85,DS10,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
63,50,85,DS10,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
69,20,95,DS10,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
75,30,95,DS10,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
81,40,95,DS10,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
87,50,95,DS10,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
93,20,65,DS10,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
99,30,65,DS10,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
105,40,65,DS10,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
111,50,65,DS10,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
117,20,75,DS10,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
123,30,75,DS10,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
129,40,75,DS10,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
135,50,75,DS10,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
141,20,85,DS10,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
147,30,85,DS10,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
153,40,85,DS10,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
159,50,85,DS10,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
165,20,95,DS10,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
171,30,95,DS10,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
177,40,95,DS10,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
183,50,95,DS10,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
189,20,65,DS10,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
195,30,65,DS10,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
201,40,65,DS10,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
207,50,65,DS10,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
213,20,75,DS10,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
219,30,75,DS10,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
225,40,75,DS10,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
231,50,75,DS10,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
237,20,85,DS10,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
243,30,85,DS10,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
249,40,85,DS10,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
255,50,85,DS10,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
261,20,95,DS10,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
267,30,95,DS10,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
273,40,95,DS10,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
279,50,95,DS10,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
285,30,65,DS10,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1411.085179
291,40,65,DS10,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1185.391616
297,50,65,DS10,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1040.803879
303,20,75,DS10,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2004.190683
309,30,75,DS10,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1614.260138
315,40,75,DS10,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1353.413745
321,50,75,DS10,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1164.287091
327,20,85,DS10,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2537.992428
333,30,85,DS10,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1877.842308
339,40,85,DS10,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1588.922281
345,50,85,DS10,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1377.121239
351,20,95,DS10,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2980.754698
357,30,95,DS10,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2356.060016
363,40,95,DS10,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1939.703729
369,50,95,DS10,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1642.672647
375,20,65,DS10,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1632.63934
381,30,65,DS10,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1163.413298
387,40,65,DS10,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,920.7284653
393,50,65,DS10,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,846.6446567
399,20,75,DS10,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1568.326554
405,30,75,DS10,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1201.600108
411,40,75,DS10,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1098.895402
417,50,75,DS10,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,872.2079696
423,20,85,DS10,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1850.988783
429,30,85,DS10,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1415.579035
435,40,85,DS10,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1199.060286
441,50,85,DS10,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,952.7642835
447,20,95,DS10,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2123.563097
453,30,95,DS10,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1477.821179
459,40,95,DS10,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1385.737908
465,50,95,DS10,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1291.409253
471,20,65,DS10,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1080.185828
477,30,65,DS10,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,896.4778992
483,40,65,DS10,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
489,50,65,DS10,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
495,20,75,DS10,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1366.677758
501,30,75,DS10,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,984.6859965
507,40,75,DS10,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,876.8384351
513,50,75,DS10,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
519,20,85,DS10,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1465.817528
525,30,85,DS10,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1043.772779
531,40,85,DS10,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,962.4667063
537,50,85,DS10,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,847.0411944
543,20,95,DS10,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1637.637401
549,30,95,DS10,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1159.697718
555,40,95,DS10,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1035.047255
561,50,95,DS10,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,939.5314978
567,30,65,DS10,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1273.178569
573,40,65,DS10,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1028.053818
579,50,65,DS10,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,864.3190214
585,20,75,DS10,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1708.166143
591,30,75,DS10,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1362.488972
597,40,75,DS10,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1120.45379
603,50,75,DS10,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,898.4017212
609,20,85,DS10,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1990.963923
615,30,85,DS10,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1376.997104
621,40,85,DS10,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1276.105292
627,50,85,DS10,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,970.9525651
633,20,95,DS10,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2241.362099
639,30,95,DS10,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1686.864524
645,40,95,DS10,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1436.51932
651,50,95,DS10,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1157.40352
657,20,65,DS10,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1395.026257
663,30,65,DS10,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1009.293301
669,40,65,DS10,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,890.8804005
675,50,65,DS10,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
681,20,75,DS10,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1581.166718
687,30,75,DS10,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1101.243185
693,40,75,DS10,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,930.0072257
699,50,75,DS10,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,782.6991819
705,20,85,DS10,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1708.71483
711,30,85,DS10,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1163.36072
717,40,85,DS10,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,985.0730778
723,50,85,DS10,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,838.0813993
729,20,95,DS10,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2003.433837
735,30,95,DS10,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1424.098151
741,40,95,DS10,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1152.743968
747,50,95,DS10,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1057.264443
753,20,65,DS10,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,959.2263583
759,30,65,DS10,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
765,40,65,DS10,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
771,50,65,DS10,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
777,20,75,DS10,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1119.298429
783,30,75,DS10,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,950.9270833
789,40,75,DS10,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
795,50,75,DS10,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
801,20,85,DS10,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1343.977627
807,30,85,DS10,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1103.666342
813,40,85,DS10,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
819,50,85,DS10,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
825,20,95,DS10,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1687.290561
831,30,95,DS10,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1398.782288
837,40,95,DS10,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1124.871253
843,50,95,DS10,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
849,30,65,DS30,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
855,40,65,DS30,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
861,50,65,DS30,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
867,20,75,DS30,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
873,30,75,DS30,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
879,40,75,DS30,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
885,50,75,DS30,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
891,20,85,DS30,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
897,30,85,DS30,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
903,40,85,DS30,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
909,50,85,DS30,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
915,20,95,DS30,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
921,30,95,DS30,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
927,40,95,DS30,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
933,50,95,DS30,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
939,20,65,DS30,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
945,30,65,DS30,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
951,40,65,DS30,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
957,50,65,DS30,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
963,20,75,DS30,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
969,30,75,DS30,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
975,40,75,DS30,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
981,50,75,DS30,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
987,20,85,DS30,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
993,30,85,DS30,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
999,40,85,DS30,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1005,50,85,DS30,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
1011,20,95,DS30,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
1017,30,95,DS30,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
1023,40,95,DS30,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1029,50,95,DS30,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
1035,20,65,DS30,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
1041,30,65,DS30,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
1047,40,65,DS30,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1053,50,65,DS30,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
1059,20,75,DS30,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
1065,30,75,DS30,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
1071,40,75,DS30,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1077,50,75,DS30,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
1083,20,85,DS30,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
1089,30,85,DS30,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
1095,40,85,DS30,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1101,50,85,DS30,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
1107,20,95,DS30,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
1113,30,95,DS30,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
1119,40,95,DS30,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1125,50,95,DS30,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
