,Speed (mm/s),Pressure (psi),Material,Thivex,Time Period,Batches,Radius,Line Shape,Needle Size,Needle dia (um),AreaA1 (mm2),FlowQ1 (mm3/s),ShearS1 (1/s),ViscosN1 (PaS),Width (um)
1131,30,65,DS30,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1800.010721
1137,40,65,DS30,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1510.412263
1143,50,65,DS30,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1344.574532
1149,20,75,DS30,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2767.826535
1155,30,75,DS30,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2022.309823
1161,40,75,DS30,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1626.395496
1167,50,75,DS30,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1381.585833
1173,20,85,DS30,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2940.098112
1179,30,85,DS30,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2251.364597
1185,40,85,DS30,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1668.666971
1191,50,85,DS30,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1583.873161
1197,20,95,DS30,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,3246.916931
1203,30,95,DS30,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2534.275611
1209,40,95,DS30,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1859.90547
1215,50,95,DS30,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1583.308222
1221,20,65,DS30,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2165.101023
1227,30,65,DS30,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1529.758622
1233,40,65,DS30,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1293.502253
1239,50,65,DS30,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1043.437268
1245,20,75,DS30,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2312.265149
1251,30,75,DS30,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1623.23968
1257,40,75,DS30,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1339.744971
1263,50,75,DS30,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1063.56601
1269,20,85,DS30,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2660.991314
1275,30,85,DS30,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2021.366588
1281,40,85,DS30,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1630.556237
1287,50,85,DS30,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1278.465302
1293,20,95,DS30,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2884.682919
1299,30,95,DS30,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2342.060192
1305,40,95,DS30,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1994.912455
1311,50,95,DS30,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1325.303224
1317,20,65,DS30,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1397.173757
1323,30,65,DS30,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,962.3043287
1329,40,65,DS30,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,878.4981282
1335,50,65,DS30,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,783.9230906
1341,20,75,DS30,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1578.739443
1347,30,75,DS30,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1167.194005
1353,40,75,DS30,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,978.8599632
1359,50,75,DS30,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,804.9879538
1365,20,85,DS30,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2063.269061
1371,30,85,DS30,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1403.633314
1377,40,85,DS30,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1136.930176
1383,50,85,DS30,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,915.9510271
1389,20,95,DS30,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2363.858306
1395,30,95,DS30,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1768.451164
1401,40,95,DS30,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1331.912548
1407,50,95,DS30,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1115.126431
1413,30,65,DS30,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1836.530858
1419,40,65,DS30,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1422.795405
1425,50,65,DS30,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1105.267512
1431,20,75,DS30,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2664.904388
1437,30,75,DS30,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1979.399118
1443,40,75,DS30,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1541.142635
1449,50,75,DS30,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1236.327697
1455,20,85,DS30,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,3054.299802
1461,30,85,DS30,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2298.717351
1467,40,85,DS30,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1789.947926
1473,50,85,DS30,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1461.626496
1479,20,95,DS30,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,3266.482425
1485,30,95,DS30,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2550.844491
1491,40,95,DS30,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,2003.819222
1497,50,95,DS30,2%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1615.976246
1503,20,65,DS30,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1746.839985
1509,30,65,DS30,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1300.123912
1515,40,65,DS30,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1088.482576
1521,50,65,DS30,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
1527,20,75,DS30,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1934.196165
1533,30,75,DS30,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1394.569977
1539,40,75,DS30,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1091.381479
1545,50,75,DS30,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1018.774655
1551,20,85,DS30,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2322.771692
1557,30,85,DS30,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1542.884447
1563,40,85,DS30,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1268.262332
1569,50,85,DS30,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1087.255389
1575,20,95,DS30,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2476.156655
1581,30,95,DS30,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1915.130558
1587,40,95,DS30,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1503.542231
1593,50,95,DS30,2%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1408.904821
1599,20,65,DS30,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1080.17429
1605,30,65,DS30,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1072.710444
1611,40,65,DS30,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1617,50,65,DS30,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
1623,20,75,DS30,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1476.548429
1629,30,75,DS30,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1178.778347
1635,40,75,DS30,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1024.027087
1641,50,75,DS30,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,860.4680657
1647,20,85,DS30,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1665.804973
1653,30,85,DS30,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1282.94504
1659,40,85,DS30,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1042.392112
1665,50,85,DS30,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1021.374451
1671,20,95,DS30,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1765.464065
1677,30,95,DS30,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1335.481691
1683,40,95,DS30,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1247.509628
1689,50,95,DS30,2%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,1128.129019
1695,30,65,SS960,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1184.417828
1701,40,65,SS960,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,976.8985648
1707,50,65,SS960,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,799.1606587
1713,20,75,SS960,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1761.873016
1719,30,75,SS960,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1182.464291
1725,40,75,SS960,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,969.7500912
1731,50,75,SS960,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,824.230673
1737,20,85,SS960,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1914.050116
1743,30,85,SS960,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1470.927241
1749,40,85,SS960,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1193.2557
1755,50,85,SS960,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,959.4679662
1761,20,95,SS960,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2218.627249
1767,30,95,SS960,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1616.147225
1773,40,95,SS960,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1333.103862
1779,50,95,SS960,0%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,982.9948995
1785,20,65,SS960,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1324.928009
1791,30,65,SS960,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,933.4586168
1797,40,65,SS960,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,794.5468283
1803,50,65,SS960,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,776.7759223
1809,20,75,SS960,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1366.4479
1815,30,75,SS960,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1053.263909
1821,40,75,SS960,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,860.5448115
1827,50,75,SS960,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,804.3294352
1833,20,85,SS960,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1570.915244
1839,30,85,SS960,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1112.484009
1845,40,85,SS960,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,907.1494134
1851,50,85,SS960,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,822.5154691
1857,20,95,SS960,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1821.050771
1863,30,95,SS960,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1262.575169
1869,40,95,SS960,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,956.1669279
1875,50,95,SS960,0%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,839.2218462
1881,20,65,SS960,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1012.658165
1887,30,65,SS960,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
1893,40,65,SS960,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1899,50,65,SS960,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
1905,20,75,SS960,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1210.606721
1911,30,75,SS960,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,897.3371665
1917,40,75,SS960,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1923,50,75,SS960,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
1929,20,85,SS960,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1391.208933
1935,30,85,SS960,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1075.045039
1941,40,85,SS960,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,848.1819293
1947,50,85,SS960,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,717.032235
1953,20,95,SS960,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1464.112023
1959,30,95,SS960,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1071.811891
1965,40,95,SS960,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,930.2605009
1971,50,95,SS960,0%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,750.2466474
1977,30,65,SS960,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
1983,40,65,SS960,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1989,50,65,SS960,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
1995,20,75,SS960,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,751.6516391
2001,30,75,SS960,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2007,40,75,SS960,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2013,50,75,SS960,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
2019,20,85,SS960,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,793.0033968
2025,30,85,SS960,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,582.9601759
2031,40,85,SS960,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,580.9291332
2037,50,85,SS960,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
2043,20,95,SS960,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,824.9129174
2049,30,95,SS960,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,680.0668036
2055,40,95,SS960,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,613.283186
2061,50,95,SS960,1%,Phase1: First 30 mins,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
2067,20,65,SS960,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
2073,30,65,SS960,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2079,40,65,SS960,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2085,50,65,SS960,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
2091,20,75,SS960,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
2097,30,75,SS960,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2103,40,75,SS960,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2109,50,75,SS960,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
2115,20,85,SS960,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,627.9830679
2121,30,85,SS960,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2127,40,85,SS960,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2133,50,85,SS960,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
2139,20,95,SS960,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,727.7266357
2145,30,95,SS960,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2151,40,95,SS960,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2157,50,95,SS960,1%,Phase2: 30 mins to 60 min,Batch 4,2,Curved,18,838,0.55126154,27.563077,477.326969,0.110521069,
2163,20,65,SS960,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
2169,30,65,SS960,1%,Phase3: After 60 mins,Batch 4,2,Curved,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
